Date	Amvets	Bradley McKinley	Broadway	Carle Park	East Main	Freshville	I_74	Locust Street	Mumford	Myra	O_ L_ Johnson	Perkins	Race Street	South Ridge	Staley	Timber Hills	Vine
6/9/2016	387840	62720	87680	6600	89460	30400	127530	128640	13110	1109500	2880	5000	292600	18360	128760	12100	81700
6/10/2016	385820	57600	88960	8000	84420	31400	108280	125760	11400	1088500	3280	4000	281600	18720	126150	11900	82780
6/10/2016	385820	57600	88960	8000	84420	31400	108280	125760	11400	1088500	3280	4000	281600	18720	126150	11900	82780
6/11/2016	365620	53760	92800	8000	81900	33400	141280	128640	14250	1050000	2640	4500	268400	17640	126150	11500	76000
6/11/2016	365620	53760	92800	8000	81900	33400	141280	128640	14250	1050000	2640	4500	268400	17640	126150	11500	76000
6/12/2016	355520	48320	90240	7300	84420	25400	141280	105600	13110	1050000	2640	4500	271700	19800	113970	11000	84140
6/13/2016	371680	44800	86080	7300	83790	24600	108280	98880	14820	1060500	3280	4000	271700	18540	103530	9900	96900
6/13/2016	371680	44800	86080	7300	83790	24600	108280	98880	14820	1060500	3280	4000	271700	18540	103530	9900	96900
6/14/2016	357540	43840	84160	6400	79030	31320	23030	123840	14250	1032500	2800	3500	262900	15840	114840	10300	108300
6/15/2016	442380	52160	89600	7500	103320	60180	67030	157440	17670	1214500	4320	4500	292140	17640	138330	11400	133000
6/15/2016	442380	52160	89600	7500	103320	60180	67030	157440	17670	1214500	4320	4500	292140	17640	138330	11400	133000
6/16/2016	484800	62080	120320	8000	121590	63640	177030	181440	25080	1526000	6080	6000	328900	19080	163560	11300	162040
6/17/2016	420160	51200	99200	8400	98280	38200	91780	171840	16530	1281000	3600	4500	303600	17460	338430	10200	106400
6/17/2016	420160	51200	99200	8400	98280	38200	91780	171840	16530	1281000	3600	4500	303600	17460	338430	10200	106400
6/18/2016	389860	46080	92480	7600	89460	35400	500520	137280	13680	1179500	2800	4000	278620	17100	445440	10000	91740
6/19/2016	388420	40960	102400	6900	91530	27460	433640	108480	12540	1113000	3120	4500	273120	16200	403680	11200	89300
6/19/2016	388420	40960	102400	6900	91530	27460	433640	108480	12540	1113000	3120	4500	273120	16200	403680	11200	89300
6/20/2016	371680	38400	90240	7900	98910	26800	414390	127680	14820	1081500	3040	4000	264000	17640	126150	10300	81700
6/21/2016	385820	55040	109760	6700	114030	59000	431660	185280	16530	1151500	5760	5780	267300	15660	160080	9600	91200
6/22/2016	539340	82560	182080	8600	127890	67640	928640	188160	23940	1666000	7520	7500	374000	19980	256650	19300	163400
6/23/2016	233440	238400	252160	14700	230860	107680	582820	283200	59280	2838500	20880	21000	627000	23760	358440	46700	441340
6/24/2016	233440	238400	252160	14700	230860	107680	582820	283200	59280	2838500	20880	21000	627000	23760	358440	46700	441340
6/25/2016	557520	104640	152320	9100	126000	42320	793890	176640	27360	1655500	5040	8000	416900	19080	183570	36410	133000
6/26/2016	505000	81600	141120	8200	115920	31000	741640	160320	23940	1522500	4720	6500	385000	22320	157470	36410	129200
6/26/2016	505000	81600	141120	8200	115920	31000	741640	160320	23940	1522500	4720	6500	385000	22320	157470	36410	129200
6/27/2016	494900	66880	117440	9700	107730	35800	716890	149760	24510	1449000	4240	6500	382020	20160	146160	55110	120240
6/28/2016	462580	64320	107840	8100	100170	43600	675640	168000	18810	1368500	3840	5000	368500	21960	145290	6820	114000
6/28/2016	462580	64320	107840	8100	100170	43600	675640	168000	18810	1368500	3840	5000	368500	21960	145290	6820	114000
6/29/2016	438340	55040	103680	7600	99540	41720	549910	172800	16530	1253000	3520	5000	325460	17820	145170	0	106940
6/30/2016	428240	52800	98880	9000	94230	36600	501950	167040	15390	1179500	3840	4000	306900	20880	133980	8580	98800
7/1/2016	418140	48640	92800	7600	91350	45800	507890	157440	16530	1123500	3200	4000	299060	20340	133980	8580	93640
7/2/2016	440360	58240	128000	7300	106470	62900	981750	152640	15960	1211000	3680	5000	314000	20160	166170	27500	115900
7/2/2016	440360	58240	128000	7300	106470	62900	981750	152640	15960	1211000	3680	5000	314000	20160	166170	27500	115900
7/3/2016	412080	50560	110720	6500	97650	29200	789250	112320	14820	1155000	2960	4500	295900	19980	146160	27500	106400
7/4/2016	491440	59520	137920	8400	107730	55400	789250	118080	22800	1344000	5360	5500	346820	21420	159210	27500	158240
7/5/2016	494900	60480	121920	8300	106470	40600	772750	114240	18810	1382500	4560	5000	352640	24840	140070	27500	159600
7/5/2016	494900	60480	121920	8300	106470	40600	772750	114240	18810	1382500	4560	5000	352640	24840	140070	27500	159600
7/6/2016	527220	54400	111360	6500	104580	50120	781000	152640	15960	1340500	3520	4000	451000	21420	143550	57420	161500
7/7/2016	21340	64960	170240	6900	120330	56400	877250	169920	19950	1638000	9440	6000	606460	22680	249690	16500	148200
7/7/2016	21340	64960	170240	6900	120330	56400	877250	169920	19950	1638000	9440	6000	606460	22680	249690	16500	148200
7/8/2016	640340	61120	133120	7900	108360	45800	880000	160320	15960	1568000	5280	5000	591800	23760	265350	32560	108300
7/8/2016	640340	61120	133120	7900	108360	45800	880000	160320	15960	1568000	5280	5000	591800	23760	265350	32560	108300
7/9/2016	587820	52800	123200	6800	103950	43200	841500	160320	13110	1459500	3680	4000	557700	23580	154860	14960	95000
7/9/2016	587820	52800	123200	6800	103950	43200	841500	160320	13110	1459500	3680	4000	557700	23580	154860	14960	95000
7/10/2016	567620	48320	114240	6100	97020	45320	797500	123840	12540	1400000	3840	4500	546700	21780	143680	13200	87400
7/11/2016	460560	45120	116800	6800	96390	39000	783750	120960	13110	1242500	3840	4500	371340	22860	127020	13200	87400
7/12/2016	389860	45440	105920	7600	80010	38120	772750	154560	10260	1428000	3280	4500	289300	18360	121800	11880	83600
7/13/2016	383800	41600	100160	6400	64260	36200	772750	167040	10260	1071000	3120	3500	287100	18180	135720	11000	83600
7/13/2016	383800	41600	100160	6400	64260	36200	772750	167040	10260	1071000	3120	3500	287100	18180	135720	11000	83600
7/14/2016	464600	48640	143680	6400	77490	51600	808500	172800	15960	1284500	5440	4500	322300	19440	144420	11770	121600
7/14/2016	464600	48640	143680	6400	77490	51600	808500	172800	15960	1284500	5440	4500	322300	19440	144420	11770	121600
7/15/2016	507020	51200	123200	7500	80010	47600	805750	164160	13110	1428000	4560	4500	361900	20340	155730	13090	117800
7/15/2016	507020	51200	123200	7500	80010	47600	805750	164160	13110	1428000	4560	4500	361900	20340	155730	13090	117800
7/16/2016	436320	44160	104960	5300	69930	38600	794750	155520	10830	1228500	3120	3500	315700	19260	146160	25080	98800
7/17/2016	422180	40640	97920	6500	71190	27000	750750	131520	10260	1158500	3440	4500	302500	20340	143550	11550	98800
7/18/2016	450460	41600	98560	6300	71820	32000	767250	143040	12540	1242500	4000	4500	321200	23220	133110	11990	115900
7/19/2016	434300	42880	96000	6900	69300	36400	781000	189120	11970	1176000	3200	3000	305800	21240	169650	11440	112100
7/20/2016	406020	42560	98240	6800	65520	36000	770000	184320	11400	1134000	3360	3500	286000	21780	170520	11220	98800
7/21/2016	393900	41600	96320	6000	64260	34600	750750	170880	8550	1085000	3440	4000	278300	19080	136590	10230	95000
7/22/2016	387840	43840	95040	7100	65520	30800	775500	177600	9690	1078000	3120	3500	271700	21060	134850	9790	100700
7/23/2016	426220	42880	107200	7200	71820	49000	808500	186240	12540	1141000	4400	4500	284440	21240	152250	10780	120240
7/24/2016	412080	41920	96960	7600	67410	32400	805750	156480	11400	1109500	3360	3500	277840	21240	144420	9350	99340
7/25/2016	404000	48000	102400	6700	68670	41900	786500	156480	14250	1109500	4320	4500	273900	19980	138330	9350	110740
7/26/2016	583780	81920	182720	7600	100800	80320	1025750	210240	21090	1571500	9280	7500	409060	20700	234030	14080	157700
7/26/2016	583780	81920	182720	7600	100800	80320	1025750	210240	21090	1571500	9280	7500	409060	20700	234030	14080	157700
7/27/2016	482780	56960	107200	7000	75600	50400	861520	188160	11400	1295000	3980	5000	336460	20340	170520	12100	102600
7/28/2016	478740	54400	108160	6600	69300	52600	822250	175680	8550	1169000	3740	4000	305340	18000	167040	11550	98800
7/29/2016	640340	61120	133120	7900	108360	45800	880000	160320	15960	1568000	5280	5000	591800	23760	265350	32560	108300
7/29/2016	640340	61120	133120	7900	108360	45800	880000	160320	15960	1568000	5280	5000	591800	23760	265350	32560	108300
7/30/2016	448440	47360	0	6700	64260	42000	778250	164160	7410	1067500	2720	4500	279400	18180	153990	10560	99340
7/31/2016	432280	45760	0	6200	67410	29200	748000	138240	8550	1074500	2880	4000	276100	19980	135850	10120	110200
8/1/2016	414100	40640	0	6800	64890	26600	750750	125760	9690	1081500	2720	3500	273440	21780	122670	9570	119700
8/1/2016	414100	40640	0	6800	64890	26600	750750	125760	9690	1081500	2720	3500	273440	21780	122670	9570	119700
8/2/2016	404000	41600	0	7400	61740	32200	717750	142080	9120	976500	2720	3500	256300	17280	127890	8360	106400
8/3/2016	479900	41600	0	7300	57960	38400	742500	142080	9120	1106000	2480	4500	403240	15660	130500	9240	96900
8/3/2016	479900	41600	0	7300	57960	38400	742500	142080	9120	1106000	2480	4500	403240	15660	130500	9240	96900
8/4/2016	472680	40640	0	6000	57960	42000	742500	158400	8550	1130500	2560	3000	395220	16560	126530	8800	96900
8/5/2016	395920	38400	0	7000	57960	38200	742500	169920	6840	948500	2560	2500	244200	16560	127890	9460	96900
8/5/2016	395920	38400	0	7000	57960	38200	742500	169920	6840	948500	2560	2500	244200	16560	127890	9460	96900
8/6/2016	385820	40960	0	7200	54810	37600	742500	156480	7410	917000	2160	3500	239020	15120	127020	8140	91200
8/6/2016	385820	40960	0	7200	54810	37600	742500	156480	7410	917000	2160	3500	239020	15120	127020	8140	91200
8/7/2016	373700	36480	0	5800	54810	25800	731500	116160	6840	924000	2320	3500	237600	15840	128760	7810	98800
8/8/2016	385820	33600	0	6200	56070	25000	698500	131520	9120	952000	2640	3500	240440	16740	100050	7920	106400
8/8/2016	385820	33600	0	6200	56070	25000	698500	131520	9120	952000	2640	3500	240440	16740	100050	7920	106400
8/9/2016	375720	37120	0	6820	56700	34920	717750	160320	7980	892500	2400	3000	239800	15120	113970	6490	104500
8/9/2016	375720	37120	0	6820	56700	34920	717750	160320	7980	892500	2400	3000	239800	15120	113970	6490	104500
8/10/2016	361580	33920	0	6100	52290	37200	723250	140160	6840	871500	2640	3000	232100	14760	161820	6710	79800
8/11/2016	355520	37760	0	6700	51030	34800	728750	142080	7980	889000	2640	3000	226920	16920	155730	7370	77900
8/12/2016	353500	34880	0	7500	49140	39000	712250	153600	6840	885500	2400	3500	225500	14940	110490	8030	83600
8/12/2016	353500	34880	0	7500	49140	39000	712250	153600	6840	885500	2400	3500	225500	14940	110490	8030	83600
8/13/2016	349460	40000	0	6600	52290	51940	720500	168960	7410	892500	2560	4000	224400	17100	121800	7700	87400
8/13/2016	349460	40000	0	6600	52290	51940	720500	168960	7410	892500	2560	4000	224400	17100	121800	7700	87400
8/14/2016	359560	40320	0	5700	57330	42200	800250	141120	9690	980000	2960	3000	242960	17820	158340	8690	91200
8/15/2016	337340	39360	0	6700	55440	33000	742500	121920	7980	955500	2960	3500	233200	17100	127890	8030	79800
8/15/2016	337340	39360	0	6700	55440	33000	742500	121920	7980	955500	2960	3500	233200	17100	127890	8030	79800
8/16/2016	535300	73600	0	7000	110880	104120	957000	256320	24510	1442000	15600	7000	354200	18900	247950	14630	191900
8/16/2016	535300	73600	0	7000	110880	104120	957000	256320	24510	1442000	15600	7000	354200	18900	247950	14630	191900
8/17/2016	535300	74880	0	7300	95130	60200	984500	242880	14250	1515500	7200	4500	351220	20160	210540	17380	125400
8/18/2016	458540	57600	0	6300	76860	55800	860750	248640	11970	1239000	4000	4000	299520	19080	161820	14080	98800
8/19/2016	454500	50560	0	7000	74340	52200	844250	289920	11400	1214500	4400	4000	289300	21960	164430	12870	106940
8/19/2016	454500	50560	0	7000	74340	52200	844250	289920	11400	1214500	4400	4000	289300	21960	164430	12870	106940
8/20/2016	472680	67200	0	7000	73710	47060	833250	309120	10830	1319500	4080	4000	314140	18540	161820	12100	102600
8/20/2016	472680	67200	0	7000	73710	47060	833250	309120	10830	1319500	4080	4000	314140	18540	161820	12100	102600
8/21/2016	482780	54720	0	6400	78750	39600	814000	314880	11970	1354500	6000	5000	323400	20340	171390	12980	102600
8/22/2016	460560	56640	0	7300	71820	33800	794750	296640	11400	1309000	4640	4500	311300	20520	135720	24200	93640
8/23/2016	424200	47360	0	7200	62370	43000	761750	319680	8550	1183000	4240	4000	281600	18900	239250	9900	87940
8/24/2016	395920	44800	0	6800	57960	41600	746020	318720	7980	1109500	3280	3500	262120	18720	156480	10120	83600
8/25/2016	458540	50880	0	8400	74340	54860	775500	492480	11400	1260000	5920	5000	316800	18900	152250	11000	114000
8/26/2016	428240	48320	0	7800	69930	47000	756250	560640	9690	1228500	4240	4000	303600	18720	140940	10780	98800
8/26/2016	428240	48320	0	7800	69930	47000	756250	560640	9690	1228500	4240	4000	303600	18720	140940	10780	98800
8/27/2016	410060	43840	0	7200	63000	50000	742500	550080	9120	1151500	3840	4000	289300	16920	147900	10340	104500
8/28/2016	408040	45440	0	8800	67410	41800	772750	536640	9120	1235500	3680	4000	299060	21240	141940	10780	112100
8/29/2016	404000	47040	0	9600	68040	58820	756250	528960	9120	1197000	4880	3500	283800	20880	132240	14190	115900
8/30/2016	381780	44800	0	8200	63630	48000	742500	446400	7980	1116500	4000	4000	265100	18900	132240	17380	105040
8/31/2016	363600	45120	0	8300	60480	47800	717750	343680	7410	1053500	3600	4000	251440	17100	124410	14190	87400
8/31/2016	363600	45120	0	8300	60480	47800	717750	343680	7410	1053500	3600	4000	251440	17100	124410	14190	87400
9/1/2016	373700	42560	0	7700	57330	48920	720500	332160	8550	1050000	3200	3500	248600	18180	131370	12540	87400
9/1/2016	373700	42560	0	7700	57330	48920	720500	332160	8550	1050000	3200	3500	248600	18180	131370	12540	87400
9/2/2016	363600	42880	0	7900	56070	42000	687500	309120	7980	1015000	3040	4000	240760	18360	113970	12100	95000
9/3/2016	353500	37440	0	6400	52920	34200	682000	304320	7410	980000	2880	3500	238700	15840	122670	11220	95000
9/3/2016	353500	37440	0	6400	52920	34200	682000	304320	7410	980000	2880	3500	238700	15840	122670	11220	95000
9/4/2016	357540	40000	0	7200	54810	29600	693000	315840	6840	987000	2800	4000	237600	17640	132240	10890	101240
9/5/2016	335320	38720	0	7000	54810	28400	682000	244800	209260	980000	2800	3500	234300	19260	107880	10120	114000
9/6/2016	339360	41280	80000	7800	59220	32200	687500	274560	369020	1029000	3040	4000	246400	21240	111360	10230	127300
9/7/2016	335320	42240	70080	7600	45500	35400	682000	339840	9690	952000	3440	3500	225500	16200	168780	8360	121600
9/8/2016	327240	44800	64960	7600	55300	37720	673750	344640	7980	948500	2800	4000	217800	16560	191400	9020	114000
9/9/2016	430260	55360	118400	8100	84000	78520	814000	380160	19380	1207500	7280	4000	294800	17640	222720	11880	153900
9/10/2016	587820	53120	164160	7800	125300	78500	770000	373440	29640	1851500	8400	5000	418000	20880	187050	21450	178600
9/11/2016	570780	76480	232960	9600	221200	56000	899250	527040	55290	4441500	15120	10000	906400	29340	244470	53570	410940
9/12/2016	178900	63040	161280	10800	130900	39200	822250	333120	29070	2415000	6720	6500	596200	27360	157470	34760	146840
9/13/2016	17300	54080	115200	8100	104300	39520	786500	387840	21660	1844500	5120	4500	503340	21240	136470	23430	129200
9/14/2016	549440	48000	100160	7000	93100	42200	717750	461760	19380	1715000	4640	3500	461540	20880	132240	20240	129200
9/15/2016	389860	49920	102400	7100	87500	48800	731500	418560	18240	1540000	4640	5000	445360	19980	153120	18920	137340
9/16/2016	612060	48320	92160	6800	82600	40400	728750	343680	14820	1491000	4000	4500	593540	20340	136590	17930	134900
9/17/2016	557520	44160	87680	10700	79100	41400	739750	336000	14820	1435000	3600	4000	493120	18720	151380	16170	134900
9/18/2016	551460	49280	100800	7300	95900	39400	764500	378240	21090	1459500	4880	5000	403240	23400	159210	18150	169640
9/19/2016	507020	48320	94400	8500	88900	36800	759000	324480	16530	1431500	4400	5500	378400	24300	128760	14630	148200
9/20/2016	549440	48000	100160	7000	93100	42200	717750	461760	19380	1715000	4640	3500	461540	20880	132240	20240	129200
9/21/2016	444400	43200	76160	7100	74900	42120	700040	328320	13680	1214500	3680	4000	327660	18900	131370	11770	131640
9/22/2016	517120	40640	77120	7700	70000	46720	687500	330240	11400	1218000	3360	4000	454620	18180	128760	11880	131100
9/23/2016	0	41280	80320	8000	70000	55400	687500	314880	10830	1179500	2880	4000	418000	18000	124410	11220	118340
9/24/2016	0	42560	84800	7800	66500	48320	687500	315840	12540	1179500	2880	4000	289300	18000	137460	10890	102600
9/25/2016	0	41600	90240	7100	69300	39860	687500	267840	10830	1015000	3360	4000	295900	19800	281010	10340	108300
9/26/2016	0	45440	89280	8100	72100	40800	687500	288000	18240	1211000	3680	5000	304700	18540	221980	10010	148200
9/27/2016	744000	41920	79680	7600	67900	41640	687500	338880	16530	1029000	3920	4000	314140	16200	133110	9130	3850
9/28/2016	0	41280	72640	7100	133000	29860	687500	337920	13110	1183000	3520	4000	299200	17100	282750	19140	10780
9/29/2016	0	39360	0	6600	60200	31200	687500	312960	14250	1001000	3680	4000	284900	16560	397590	9350	10670
9/30/2016	0	41920	0	6800	58800	35320	687500	340800	16530	1032500	4320	4500	289620	15840	251430	10340	11330
10/1/2016	0	40000	0	6600	63700	37800	687500	326400	15390	1046500	3680	4000	295120	16920	133980	10450	14630
10/2/2016	0	42880	0	7700	69300	33000	687500	280320	15390	1134000	4160	5500	311300	16920	147030	10230	15510
10/3/2016	0	37120	0	6700	71400	30000	687500	285120	13680	1200500	4000	4500	305340	22140	126150	10120	15730
10/4/2016	0	40960	0	6600	60900	35400	687500	327360	12540	1022000	3600	4000	283800	16560	119190	9570	15620
10/5/2016	0	35520	0	6300	60200	39200	687500	334080	13110	997500	3680	3500	272800	15480	113100	9020	14740
10/6/2016	0	35520	0	6100	61600	40200	687500	351360	10830	1018500	2960	3500	264000	15480	121800	8140	15070
10/7/2016	0	38400	0	6600	57400	35000	687500	350400	11970	1001000	3200	4000	264320	13320	116580	8580	15070
10/8/2016	0	34880	0	6100	58100	44600	687500	314880	10830	871500	3360	4000	252540	14760	125280	8580	14850
10/9/2016	0	32960	0	6500	58100	37260	687500	369600	10260	987000	3760	4000	267300	14760	119190	8360	15840
10/10/2016	0	32960	0	6800	61600	26000	687500	274560	39330	1039500	3920	3000	270460	16020	103530	8140	17160
10/11/2016	0	36800	0	6400	58100	29060	687500	311040	48450	990500	3200	4000	250020	13140	107880	6820	16720
10/12/2016	0	34880	0	6400	53900	31400	687500	321600	18240	854000	2640	3500	244840	12960	96570	7370	15730
10/13/2016	0	33280	0	6100	56000	39400	687500	304320	11970	987000	3360	3500	248140	12960	113970	7590	15620
10/14/2016	0	35520	0	7000	59500	30000	687500	306240	11400	843500	3600	3500	195600	12960	102660	7590	14630
10/15/2016	708000	33600	0	6800	56700	30400	687500	282240	13110	997500	3120	3500	259200	13500	107880	7480	14520
10/16/2016	1431000	33600	78080	6700	59500	24600	687500	277440	12540	854000	2400	4000	524400	15480	124410	7810	14300
10/17/2016	750000	36800	82880	8000	67200	30800	687500	271680	12540	1004500	3360	5000	808800	15300	99180	7920	15950
10/18/2016	726000	31360	73920	7400	60200	33800	687500	248600	10830	857500	3520	3000	259200	15660	104400	6820	16170
10/19/2016	702000	19825	74240	6720	56000	33400	687500	289300	14250	945000	3120	3500	255600	13860	106140	6820	18040
10/20/2016	1404000	33150	74240	10900	53900	32920	687500	346500	7410	1358000	2160	3000	508800	12960	100050	7260	19360
10/21/2016	2157000	37700	74240	21500	80500	52400	687500	391600	18810	871500	7440	5000	337200	15480	89300	9350	12870
10/22/2016	750000	33475	74240	26100	81200	33800	687500	353100	9690	1921500	2720	4000	319200	16560	140600	17490	6600
10/23/2016	738000	34775	74240	16500	82600	26460	687500	643500	9690	2975000	2800	4000	628800	16920	143450	7700	6160
10/24/2016	747000	35100	78400	20300	67200	25520	687500	935000	10830	4025000	3440	5000	312000	17640	123500	6930	6820
10/25/2016	708000	33800	69120	17100	57400	31000	687500	346500	35340	4910500	2540	2550	295200	15120	119700	6490	7920
10/26/2016	705000	33150	70400	20100	56000	25200	687500	699600	109440	5530000	2240	4080	577200	14940	119700	6490	8910
10/27/2016	1419000	33800	150080	27000	62300	36920	687500	363000	13680	5733000	2960	4080	872400	16560	124450	7810	10010
10/28/2016	2145000	35750	79360	24700	60900	30860	687500	374000	13110	5733000	1260	3060	1170000	15480	252700	7590	10560
10/29/2016	708000	33800	76800	22100	58800	29120	687500	734800	10260	5733000	2160	4080	284400	15300	147250	8250	10670
10/30/2016	1440000	32825	81600	22800	61600	30000	687500	1152800	10830	5733000	2700	4080	283200	17100	282150	7370	11330
10/31/2016	2172000	34450	79680	19800	63000	28200	687500	1201200	11970	5733000	2790	4080	651600	17460	122550	7810	11440
11/1/2016	2856000	34125	79680	21100	57400	29000	687500	1201200	10830	5733000	2430	4080	342000	14040	237500	6380	10450
11/2/2016	3249000	33150	71680	21200	51100	29000	687500	364100	10830	5733000	2160	4080	608400	14040	359100	6600	10450
11/3/2016	729000	34775	74240	16700	55300	40200	687500	722700	11400	5733000	4320	4590	876000	12420	476900	7590	10780
11/4/2016	1488000	33475	77440	22800	57400	70300	687500	1097800	13680	780500	3510	4590	468000	14220	619400	8360	10560
11/5/2016	2229000	33475	71680	19100	54600	154850	687500	364100	704	1834000	2430	4080	835200	15120	133950	7370	9900
11/6/2016	2979000	35100	71680	21300	60900	152950	687500	765600	1280	2807000	2970	4080	1116000	15660	280250	8360	10450
11/7/2016	3276000	36400	78720	28000	60200	145350	687500	297000	1344	3825500	2790	5100	282000	17280	415150	7810	10560
11/8/2016	3276000	36400	151360	22400	56700	154850	687500	672100	1088	4805500	2160	4080	277200	7920	665950	6270	10670
11/9/2016	732000	34450	151360	24800	58800	185250	687500	184800	1280	5411000	3420	4590	560400	13140	1021250	7810	11000
11/10/2016	1467000	34775	77120	24600	56700	168150	687500	741400	1152	1078000	3150	4080	469200	15840	130150	7810	10340
11/11/2016	288000	35750	77120	18300	54600	159600	687500	141900	1344	2152500	2880	3570	865200	15300	128250	7590	8690
11/12/2016	744000	31525	79360	23800	56000	153900	687500	385000	1024	938000	2610	4080	278400	15120	142500	8030	11220
11/13/2016	744000	33475	80320	18000	61600	122550	687500	331100	1024	990500	2430	4080	282000	16020	148200	7370	11660
11/14/2016	738000	35750	79680	23000	60900	117800	687500	346500	1024	1022000	3150	4080	274800	16380	131100	7370	9240
11/15/2016	693000	34450	66880	21300	53900	155800	687500	370700	832	934500	2070	4080	273600	15120	119700	6270	6710
11/16/2016	693000	32500	63360	19000	56000	144400	687500	368500	960	920500	2430	4080	260400	13860	119700	13090	5830
11/17/2016	8480	7475	63360	9200	16100	38950	687500	445500	1216	1130500	540	1020	333600	3960	0	2090	1760
11/18/2016	705000	24700	66240	14600	38500	80750	687500	732600	704	1785000	1710	2550	512400	10080	94050	5280	4070
11/19/2016	1452000	33800	66240	24900	58100	207100	687500	367400	1600	2744000	3870	3570	790800	12780	163400	7920	7150
11/20/2016	2226000	35750	66240	22900	62300	147250	687500	610500	3200	3752000	7020	8160	1093200	25560	338200	17160	13200
11/21/2016	2988000	37050	66240	19900	63000	120650	687500	737000	4928	4802000	10260	12240	1310400	42840	474050	25850	19580
11/22/2016	495000	22100	60160	16600	35000	68400	687500	110000	1024	661500	1710	3570	187200	9900	94050	5390	3740
11/23/2016	318000	975	3200	500	44100	0	687500	1100	0	0	6030	2040	4800	6480	0	18150	0
11/24/2016	570000	33800	3200	16800	67200	169100	687500	113300	2112	994000	5490	3570	274800	11700	136800	9130	6380
11/25/2016	744000	46475	122880	23400	98700	192850	687500	116600	2368	1456000	5400	5100	432000	22500	144400	14850	9570
11/26/2016	765000	40625	117440	25500	82600	184300	687500	152900	2240	2733500	4140	5100	386400	20340	229900	12100	8910
11/27/2016	777000	37375	132480	26100	79100	160550	687500	157300	2048	1228500	4050	4590	373200	19440	174800	12100	8030
11/28/2016	1569000	37700	161600	25200	76300	144400	687500	176000	1984	1235500	3960	5100	370800	20520	148200	13090	6710
11/29/2016	660000	70525	252160	20100	139300	363850	687500	306900	4416	3038000	14040	10710	530400	19080	209000	29040	12760
11/30/2016	1581000	72150	163200	8600	129500	217550	687500	432300	3264	1907500	7650	9690	564000	19440	189050	31680	10340
12/2/2016	885000	56550	119360	7500	105000	228000	687500	381700	3072	3493000	5040	8160	486000	18900	171000	22880	8580
12/3/2016	2574000	0	92480	8900	88200	176700	687500	342100	2368	0	3780	6120	420000	17280	370500	17160	7370
12/4/2016	840000	43550	92480	9300	87500	163400	687500	322300	2240	1337000	3780	6120	414000	18360	335350	16170	7590
12/5/2016	852000	48425	97920	9600	96600	205200	687500	348700	2944	1431500	5580	6630	429600	20700	183350	15400	8690
12/6/2016	855000	53950	0	0	0	0	687500	0	3200	0	6480	6120	429600	17280	0	16390	9570
12/7/2016	831000	52325	0	7300	92400	203300	687500	393800	2688	1442000	5490	6120	423600	17100	159600	17710	7150
12/8/2016	801000	49400	97600	7800	84000	185250	687500	385000	2240	1354500	4320	5100	406800	16200	158650	17270	6600
12/9/2016	792000	44850	94720	7900	80500	178600	687500	400400	9856	1281000	3870	6120	391200	31140	149150	15620	6490
12/10/2016	780000	42575	94720	6500	79800	175750	687500	798600	8064	1249500	3600	6120	384000	18180	161500	14410	6050
12/11/2016	819000	43875	94400	8500	81200	162450	687500	399300	2880	1263500	4050	5100	392400	17460	189050	14300	5830
12/12/2016	825000	44525	98880	8400	86800	286900	687500	389400	2816	1337000	4860	5610	405600	19980	163400	14300	6380
12/13/2016	783000	46475	98880	7300	86800	284050	687500	393800	2368	1312500	5310	4590	387600	18180	158650	28600	6160
12/14/2016	780000	45500	96960	8400	79800	188100	687500	380600	2176	1256500	3870	4080	375600	18540	148200	13970	5610
12/15/2016	1566000	44850	96320	9000	78400	195700	687500	404800	2368	1214500	3600	4080	370800	15840	145350	14850	5830
12/16/2016	771000	41925	97600	8300	79100	170050	687500	410300	1920	1228500	3870	4590	360000	16740	150100	13860	6050
12/17/2016	786000	41275	96000	6800	44800	170050	687500	317900	2112	1088500	3780	4080	366000	14940	155800	13640	6160
12/18/2016	783000	41925	94720	7200	86800	147250	687500	166100	2432	1214500	3870	5100	372000	18180	152000	13640	5830
12/19/2016	762000	86450	91840	15800	165200	143450	687500	130900	4736	1218000	3600	9180	360000	37980	296400	12650	11550
12/20/2016	747000	39650	87040	8100	81900	168150	687500	201300	1920	1120000	3420	4080	708000	18180	147250	10560	5390
12/21/2016	813000	41925	88640	7700	74200	157700	687500	213400	1984	1102500	3150	4080	340800	17100	142500	11550	4840
12/22/2016	762000	39975	88640	7600	73500	173850	687500	129800	1920	1109500	3240	4080	676800	17100	153900	11990	5060
12/23/2016	765000	38675	83840	9200	75600	188100	687500	121000	1920	1113000	3150	4080	332400	17280	159600	11000	5390
12/24/2016	768000	43225	86400	8400	74900	174800	687500	113300	2048	1127000	3870	5100	334800	18180	165300	11110	5170
12/25/2016	708000	46475	82240	9200	74200	214700	687500	108900	1856	1116500	4410	4590	337200	19620	137750	10780	5170
12/26/2016	615000	45500	68160	8800	77000	225150	687500	112200	1984	1183000	3600	4080	338400	17280	89300	11440	5280
12/27/2016	816000	58500	121920	16800	102200	333450	687500	135300	3392	1543500	7830	7140	434400	21060	193800	19030	12540
12/28/2016	837000	116675	117760	0	103600	250800	687500	126500	3456	1543500	13050	14790	452400	20520	171950	21670	7700
12/29/2016	837000	54600	108160	9100	100100	196650	687500	129800	3072	1470000	4320	7140	432000	21600	169100	20570	7590
